age,gender,year,deaths,crude_rate_per_100k,population,RIDAGEYR,RIAGENDR,SEQN,BMXWT,BMXHT,BMXBMI,BMXLEG,BMXARML,BMXARMC,BMXWAIST,BPXSY1,BPXDI1,BPXSY2,BPXDI2,BPXSY3,BPXDI3,LBXTR,LBDTRSI,LBDLDL,LBDLDLSI,LBXTC,LBDTCSI,LBXGLU,LBXGH,LBDHDDSI,LBDHDD,LBDGLUSI,bpsx_mean,bpdi_mean,RIDRETH1_1.0,RIDRETH1_2.0,RIDRETH1_3.0,RIDRETH1_4.0,RIDRETH1_5.0,RIDRETH1_nan,DMDEDUC2_1.0,DMDEDUC2_2.0,DMDEDUC2_3.0,DMDEDUC2_4.0,DMDEDUC2_5.0,DMDEDUC2_7.0,DMDEDUC2_9.0,DMDEDUC2_nan,SMQ020_1.0,SMQ020_2.0,SMQ020_7.0,SMQ020_9.0,SMQ020_nan,cluster_kmeans,cluster_hierarchical,cluster_dbscan
14.0,1,2017,535.0,25.51875975723104,2096112.5,14.0,1,27,70.54444444444445,171.42222222222222,23.82962962962963,41.86923076923077,37.718518518518515,29.49259259259259,84.47037037037036,111.84615384615384,56.07692307692308,109.84615384615384,56.38461538461539,111.23076923076924,60.46153846153846,81.04,0.91504,87.84,2.27152,155.08,4.0108,101.08,5.32,1.3192,51.0,5.6112,111.35802469135804,57.87654320987654,0.074074074074074,0.1481481481481481,0.4444444444444444,0.1851851851851851,0.1481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2005,1009.5,45.105823342138194,2238275.5,15.0,1,68,73.56764705882354,173.18676470588235,24.375735294117646,42.42537313432836,37.953731343283586,29.928358208955224,84.1590909090909,114.14545454545454,55.85454545454545,111.96363636363635,57.74545454545454,112.25,56.625,77.7457627118644,0.8777457627118644,82.79661016949153,2.141135593220339,148.4915254237288,3.8401694915254234,95.52542372881356,5.183050847457627,1.2988135593220338,50.22033898305085,5.302559322033899,113.22916666666669,56.6875,0.3970588235294117,0.0147058823529411,0.3235294117647059,0.25,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2007,921.0,40.95858689478935,2248444.5,15.0,1,40,69.05499999999999,172.8775,22.973750000000003,41.7425,37.822500000000005,29.2275,80.5,111.15,57.45,110.3157894736842,59.10526315789474,109.83783783783784,59.2972972972973,79.84615384615384,0.9014358974358974,84.3076923076923,2.1801794871794873,150.35897435897436,3.888205128205128,97.97435897435898,5.2153846153846155,1.294871794871795,50.07692307692308,5.438487179487179,110.26666666666668,58.083333333333336,0.175,0.175,0.325,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2009,794.5,36.07742765005135,2201477.5,15.0,1,51,70.07,173.47799999999998,23.14,42.53541666666667,37.49183673469388,29.232653061224493,80.88775510204081,110.6,58.76,109.29411764705884,57.72549019607843,108.85714285714286,57.224489795918366,76.59183673469387,0.8646938775510203,83.63265306122449,2.162734693877551,150.53061224489795,3.892857142857143,93.06,5.32,1.3346938775510204,51.61224489795919,5.16572,109.76470588235294,57.93464052287582,0.1372549019607843,0.0980392156862745,0.4509803921568627,0.2156862745098039,0.0980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2011,678.0,31.478637929531317,2153262.5,15.0,1,33,66.07272727272728,173.39090909090908,21.827272727272724,42.1625,37.078125,28.125,78.13125,111.74193548387096,60.774193548387096,112.7741935483871,57.935483870967744,112.96774193548389,59.16129032258065,80.70967741935483,0.9112258064516128,85.6774193548387,2.2155483870967743,153.1290322580645,3.96,97.70967741935485,5.232258064516128,1.3270967741935484,51.29032258064516,5.423774193548387,111.95833333333331,59.08333333333333,0.0909090909090909,0.1515151515151515,0.3333333333333333,0.303030303030303,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2013,697.0,32.875147807345286,2120141.5,15.0,1,33,74.309375,173.315625,24.578125,42.02258064516129,38.028125,30.10625,84.05625,112.6206896551724,57.10344827586207,113.35483870967742,57.096774193548384,112.96774193548389,56.70967741935484,86.9375,0.98146875,82.96774193548387,2.145483870967742,148.46875,3.8396875,94.25,5.259375,1.2915625,49.96875,5.2316875,113.13978494623656,57.37634408602151,0.2424242424242424,0.1212121212121212,0.1818181818181818,0.303030303030303,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2015,688.5,31.999551537309458,2150706.5,15.0,1,35,74.78857142857143,171.1314285714286,25.462857142857143,42.21176470588235,38.31470588235294,30.982352941176472,85.75294117647059,115.875,58.9375,114.96969696969695,59.63636363636363,114.42424242424242,58.84848484848485,62.791666666666664,0.7087500000000001,86.625,2.240125,149.96296296296296,3.877407407407407,98.07407407407408,5.344444444444445,1.335925925925926,51.629629629629626,5.442222222222222,115.15686274509804,59.13725490196079,0.1428571428571428,0.1714285714285714,0.1714285714285714,0.3714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
15.0,1,2017,783.5,36.95907441913363,2120479.5,15.0,1,39,69.44871794871794,172.14871794871794,23.356410256410257,42.79210526315789,38.04102564102564,29.353846153846153,81.41538461538461,108.27777777777776,57.833333333333336,110.91891891891892,57.24324324324324,110.70270270270272,57.351351351351354,67.22857142857143,0.7590285714285714,78.3529411764706,2.026294117647059,141.57142857142858,3.6611428571428566,97.61111111111111,5.2371428571428575,1.2934285714285716,50.02857142857143,5.4188888888888895,110.0900900900901,57.441441441441434,0.1538461538461538,0.1025641025641025,0.3076923076923077,0.2051282051282051,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
16.0,1,2005,1450.5,66.26413307176247,2189582.5,16.0,1,69,78.44492753623189,175.4536231884058,25.386086956521737,42.602985074626865,38.51176470588236,31.461764705882356,86.55882352941177,114.64516129032258,59.67741935483871,113.47368421052632,60.526315789473685,113.24137931034484,59.3448275862069,88.14035087719299,0.995140350877193,83.71929824561404,2.164982456140351,154.29310344827587,3.99,95.93103448275862,5.132758620689655,1.3729310344827583,53.10344827586207,5.325051724137931,113.82587064676616,59.62686567164179,0.3623188405797101,0.0434782608695652,0.2318840579710145,0.3043478260869565,0.0579710144927536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
16.0,1,2007,1392.0,60.48230211115015,2301021.0,16.0,1,35,75.90857142857143,174.23714285714286,24.90228571428571,42.50857142857143,38.44571428571428,31.22285714285714,83.05142857142857,117.8125,59.6875,115.48387096774194,60.32258064516129,115.87096774193547,60.25806451612903,74.66666666666667,0.843030303030303,85.66666666666667,2.2153636363636364,152.0909090909091,3.9324242424242426,95.24242424242424,5.239393939393939,1.3312121212121213,51.45454545454545,5.286818181818182,116.63541666666666,60.11458333333333,0.1428571428571428,0.2285714285714285,0.2285714285714285,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
